"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"JA000047759","1968-07-12","35.017","135.733","46.0","KYOTO, JA","  280",",,I",,,"  305",",,I","  212",",,I",,
"JA000047759","1968-07-13","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  318",",,I","  217",",,I",,
"JA000047759","1968-07-14","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  310",",,I","  212",",,I",,
"JA000047759","1968-07-15","35.017","135.733","46.0","KYOTO, JA","  220",",,I",,,"  262",",,I","  217",",,I",,
"JA000047759","1968-07-16","35.017","135.733","46.0","KYOTO, JA","  375",",,I",,,"  240",",,I","  213",",,I",,
"JA000047759","1968-07-17","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  321",",,I","  222",",,I",,
"JA000047759","1968-07-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  338",",,I","  228",",,I",,
"JA000047759","1968-07-19","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  340",",,I","  222",",,I",,
"JA000047759","1968-07-20","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  346",",,I","  229",",,I",,
"JA000047759","1968-07-21","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  344",",,I","  230",",,I",,
"JA000047759","1968-07-22","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  347",",,I","  243",",,I",,
"JA000047759","1968-07-23","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  361",",,I","  250",",,I",,
"JA000047759","1968-07-24","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  349",",,I","  250",",,I",,
"JA000047759","1968-07-25","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  344",",,I","  258",",,I",,
"JA000047759","1968-07-26","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  337",",,I","  248",",,I",,
"JA000047759","1968-07-27","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  318",",,I","  268",",,I",,
"JA000047759","1968-07-28","35.017","135.733","46.0","KYOTO, JA","   45",",,I",,,"  285",",,I","  260",",,I",,
"JA000047759","1968-07-29","35.017","135.733","46.0","KYOTO, JA","   15",",,I",,,"  288",",,I","  255",",,I",,
"JA000047759","1968-07-30","35.017","135.733","46.0","KYOTO, JA","   45",",,I",,,"  300",",,I","  249",",,I",,
"JA000047759","1968-07-31","35.017","135.733","46.0","KYOTO, JA","   25",",,I",,,"  287",",,I","  243",",,I",,
"JA000047759","1968-08-01","35.017","135.733","46.0","KYOTO, JA","   60",",,I",,,"  288",",,I","  240",",,I",,
"JA000047759","1968-08-02","35.017","135.733","46.0","KYOTO, JA","   55",",,I",,,"  322",",,I","  235",",,I",,
"JA000047759","1968-08-03","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  318",",,I","  229",",,I",,
"JA000047759","1968-08-04","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  338",",,I","  231",",,I",,
"JA000047759","1968-08-05","35.017","135.733","46.0","KYOTO, JA","  275",",,I",,,"  335",",,I","  241",",,I",,
"JA000047759","1968-08-06","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  316",",,I","  236",",,I",,
"JA000047759","1968-08-07","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  315",",,I","  232",",,I",,
"JA000047759","1968-08-08","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  343",",,I","  239",",,I",,
"JA000047759","1968-08-09","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  353",",,I","  254",",,I",,
"JA000047759","1968-08-10","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  352",",,I","  240",",,I",,
"JA000047759","1968-08-11","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  314",",,I","  249",",,I",,
"JA000047759","1968-08-12","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  329",",,I","  239",",,I",,
"JA000047759","1968-08-13","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  357",",,I","  228",",,I",,
"JA000047759","1968-08-14","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  346",",,I","  251",",,I",,
"JA000047759","1968-08-15","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  341",",,I","  253",",,I",,
"JA000047759","1968-08-16","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  350",",,I","  262",",,I",,
"JA000047759","1968-08-17","35.017","135.733","46.0","KYOTO, JA","  135",",,I",,,"  279",",,I","  249",",,I",,
"JA000047759","1968-08-18","35.017","135.733","46.0","KYOTO, JA"," 1585",",,I",,,"  319",",,I","  223",",,I",,
"JA000047759","1968-08-19","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  340",",,I","  233",",,I",,
"JA000047759","1968-08-20","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  339",",,I","  237",",,I",,
"JA000047759","1968-08-21","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  324",",,I","  233",",,I",,
"JA000047759","1968-08-22","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  305",",,I","  210",",,I",,
"JA000047759","1968-08-23","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  338",",,I","  184",",,I",,
"JA000047759","1968-08-24","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  301",",,I","  234",",,I",,
"JA000047759","1968-08-25","35.017","135.733","46.0","KYOTO, JA","   80",",,I",,,"  322",",,I","  245",",,I",,
"JA000047759","1968-08-26","35.017","135.733","46.0","KYOTO, JA","  300",",,I",,,"  275",",,I","  233",",,I",,
"JA000047759","1968-08-27","35.017","135.733","46.0","KYOTO, JA","  535",",,I",,,"  250",",,I","  214",",,I",,
"JA000047759","1968-08-28","35.017","135.733","46.0","KYOTO, JA","   70",",,I",,,"  270",",,I","  211",",,I",,
"JA000047759","1968-08-29","35.017","135.733","46.0","KYOTO, JA","  535",",,I",,,"  278",",,I","  215",",,I",,
"JA000047759","1968-08-30","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  282",",,I","  193",",,I",,
"JA000047759","1968-08-31","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  301",",,I","  190",",,I",,
"JA000047759","1968-09-01","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  289",",,I","  208",",,I",,
"JA000047759","1968-09-02","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  296",",,I","  195",",,I",,
"JA000047759","1968-09-03","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  280",",,I","  189",",,I",,
"JA000047759","1968-09-04","35.017","135.733","46.0","KYOTO, JA","   30",",,I",,,"  272",",,I","  204",",,I",,
"JA000047759","1968-09-05","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  280",",,I","  206",",,I",,
"JA000047759","1968-09-06","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  292",",,I","  199",",,I",,
"JA000047759","1968-09-07","35.017","135.733","46.0","KYOTO, JA","   15",",,I",,,"  298",",,I","  205",",,I",,
"JA000047759","1968-09-08","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  296",",,I","  202",",,I",,
"JA000047759","1968-09-09","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  284",",,I","  177",",,I",,
"JA000047759","1968-09-10","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  264",",,I","  174",",,I",,
"JA000047759","1968-09-11","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  274",",,I","  157",",,I",,
"JA000047759","1968-09-12","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  284",",,I","  127",",,I",,
"JA000047759","1968-09-13","35.017","135.733","46.0","KYOTO, JA","  125",",,I",,,"  222",",,I","  185",",,I",,
"JA000047759","1968-09-14","35.017","135.733","46.0","KYOTO, JA","  520",",,I",,,"  209",",,I","  181",",,I",,
"JA000047759","1968-09-15","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  255",",,I","  198",",,I",,
"JA000047759","1968-09-16","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  288",",,I","  172",",,I",,
"JA000047759","1968-09-17","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  278",",,I","  198",",,I",,
"JA000047759","1968-09-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  309",",,I","  171",",,I",,
"JA000047759","1968-09-19","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  306",",,I","  168",",,I",,
"JA000047759","1968-09-20","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  301",",,I","  192",",,I",,
"JA000047759","1968-09-21","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  268",",,I","  159",",,I",,
"JA000047759","1968-09-22","35.017","135.733","46.0","KYOTO, JA","  150",",,I",,,"  266",",,I","  135",",,I",,
"JA000047759","1968-09-23","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  272",",,I","  187",",,I",,
"JA000047759","1968-09-24","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  243",",,I","  177",",,I",,
"JA000047759","1968-09-25","35.017","135.733","46.0","KYOTO, JA","  540",",,I",,,"  225",",,I","  202",",,I",,
"JA000047759","1968-09-26","35.017","135.733","46.0","KYOTO, JA","  370",",,I",,,"  222",",,I","  190",",,I",,
"JA000047759","1968-09-27","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  240",",,I","  210",",,I",,
"JA000047759","1968-09-28","35.017","135.733","46.0","KYOTO, JA","   10",",,I",,,"  249",",,I","  202",",,I",,
"JA000047759","1968-09-29","35.017","135.733","46.0","KYOTO, JA","  200",",,I",,,"  287",",,I","  192",",,I",,
"JA000047759","1968-09-30","35.017","135.733","46.0","KYOTO, JA","  115",",,I",,,"  280",",,I","  192",",,I",,
"JA000047759","1968-10-01","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  238",",,I","  139",",,I",,
"JA000047759","1968-10-02","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  258",",,I","  114",",,I",,
"JA000047759","1968-10-03","35.017","135.733","46.0","KYOTO, JA","   40",",,I",,,"  230",",,I","  178",",,I",,
"JA000047759","1968-10-04","35.017","135.733","46.0","KYOTO, JA","  400",",,I",,,"  220",",,I","  190",",,I",,
"JA000047759","1968-10-05","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  254",",,I","  202",",,I",,
"JA000047759","1968-10-06","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  292",",,I","  196",",,I",,
"JA000047759","1968-10-07","35.017","135.733","46.0","KYOTO, JA","   30",",,I",,,"  231",",,I","  176",",,I",,
"JA000047759","1968-10-08","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  229",",,I","  128",",,I",,
"JA000047759","1968-10-09","35.017","135.733","46.0","KYOTO, JA","  340",",,I",,,"  220",",,I","  116",",,I",,
"JA000047759","1968-10-10","35.017","135.733","46.0","KYOTO, JA","   20",",,I",,,"  212",",,I","  142",",,I",,
"JA000047759","1968-10-11","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  193",",,I","  107",",,I",,
"JA000047759","1968-10-12","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  197",",,I","   99",",,I",,
"JA000047759","1968-10-13","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  221",",,I","   99",",,I",,
"JA000047759","1968-10-14","35.017","135.733","46.0","KYOTO, JA","   15",",,I",,,"  173",",,I","  110",",,I",,
"JA000047759","1968-10-15","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  209",",,I","  100",",,I",,
"JA000047759","1968-10-16","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  193",",,I","   75",",,I",,
"JA000047759","1968-10-17","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  212",",,I","  101",",,I",,
"JA000047759","1968-10-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  217",",,I","  107",",,I",,
"JA000047759","1968-10-19","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  203",",,I","   97",",,I",,
"JA000047759","1968-10-20","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  185",",,I","   70",",,I",,
"JA000047759","1968-10-21","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  164",",,I","  116",",,I",,
"JA000047759","1968-10-22","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  182",",,I","  109",",,I",,
"JA000047759","1968-10-23","35.017","135.733","46.0","KYOTO, JA","  175",",,I",,,"  143",",,I","  129",",,I",,
"JA000047759","1968-10-24","35.017","135.733","46.0","KYOTO, JA","  160",",,I",,,"  148",",,I","  130",",,I",,
"JA000047759","1968-10-25","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  195",",,I","  101",",,I",,
"JA000047759","1968-10-26","35.017","135.733","46.0","KYOTO, JA","   10",",,I",,,"  175",",,I","  115",",,I",,
"JA000047759","1968-10-27","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  196",",,I","   90",",,I",,
"JA000047759","1968-10-28","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  192",",,I","   82",",,I",,
"JA000047759","1968-10-29","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  166",",,I","   69",",,I",,
"JA000047759","1968-10-30","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  186",",,I","   80",",,I",,
"JA000047759","1968-10-31","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  202",",,I","   60",",,I",,
"JA000047759","1968-11-01","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  212",",,I","   64",",,I",,
"JA000047759","1968-11-02","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  223",",,I","   77",",,I",,
"JA000047759","1968-11-03","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  221",",,I","   86",",,I",,
"JA000047759","1968-11-04","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  226",",,I","   78",",,I",,
"JA000047759","1968-11-05","35.017","135.733","46.0","KYOTO, JA","   10",",,I",,,"  225",",,I","   91",",,I",,
"JA000047759","1968-11-06","35.017","135.733","46.0","KYOTO, JA","  135",",,I",,,"  219",",,I","  110",",,I",,
"JA000047759","1968-11-07","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  213",",,I","   81",",,I",,
"JA000047759","1968-11-08","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  209",",,I","   79",",,I",,
"JA000047759","1968-11-09","35.017","135.733","46.0","KYOTO, JA","   90",",,I",,,"  183",",,I","  100",",,I",,
"JA000047759","1968-11-10","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  122",",,I","   51",",,I",,
"JA000047759","1968-11-11","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  157",",,I","   38",",,I",,
"JA000047759","1968-11-12","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  159",",,I","   47",",,I",,
"JA000047759","1968-11-13","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  161",",,I","   65",",,I",,
"JA000047759","1968-11-14","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  175",",,I","   41",",,I",,
"JA000047759","1968-11-15","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  151",",,I","   43",",,I",,
"JA000047759","1968-11-16","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  152",",,I","   21",",,I",,
"JA000047759","1968-11-17","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  140",",,I","   48",",,I",,
"JA000047759","1968-11-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  132",",,I","   29",",,I",,
"JA000047759","1968-11-19","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  161",",,I","   10",",,I",,
"JA000047759","1968-11-20","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  182",",,I","   39",",,I",,
"JA000047759","1968-11-21","35.017","135.733","46.0","KYOTO, JA","   25",",,I",,,"  186",",,I","   80",",,I",,
"JA000047759","1968-11-22","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  187",",,I","   57",",,I",,
"JA000047759","1968-11-23","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  207",",,I","   46",",,I",,
"JA000047759","1968-11-24","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  206",",,I","   87",",,I",,
"JA000047759","1968-11-25","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  209",",,I","   96",",,I",,
"JA000047759","1968-11-26","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  228",",,I","   98",",,I",,
"JA000047759","1968-11-27","35.017","135.733","46.0","KYOTO, JA","   20",",,I",,,"  217",",,I","  102",",,I",,
"JA000047759","1968-11-28","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  114",",,I","   38",",,I",,
"JA000047759","1968-11-29","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  139",",,I","   10",",,I",,
"JA000047759","1968-11-30","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  112",",,I","   16",",,I",,
"JA000047759","1968-12-01","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  158",",,I","   19",",,I",,
"JA000047759","1968-12-02","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  197",",,I","   42",",,I",,
"JA000047759","1968-12-03","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  190",",,I","   98",",,I",,
"JA000047759","1968-12-04","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  172",",,I","   45",",,I",,
"JA000047759","1968-12-05","35.017","135.733","46.0","KYOTO, JA","  175",",,I",,,"  160",",,I","  128",",,I",,
"JA000047759","1968-12-06","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  188",",,I","   78",",,I",,
"JA000047759","1968-12-07","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  167",",,I","   58",",,I",,
"JA000047759","1968-12-08","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  156",",,I","   50",",,I",,
"JA000047759","1968-12-09","35.017","135.733","46.0","KYOTO, JA","  215",",,I",,,"  163",",,I","  105",",,I",,
"JA000047759","1968-12-10","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  184",",,I","  139",",,I",,
"JA000047759","1968-12-11","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  176",",,I","  117",",,I",,
"JA000047759","1968-12-12","35.017","135.733","46.0","KYOTO, JA","  240",",,I",,,"  152",",,I","  118",",,I",,
"JA000047759","1968-12-13","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  139",",,I","   50",",,I",,
"JA000047759","1968-12-14","35.017","135.733","46.0","KYOTO, JA","   45",",,I",,,"  108",",,I","   38",",,I",,
"JA000047759","1968-12-15","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"   98",",,I","   17",",,I",,
"JA000047759","1968-12-16","35.017","135.733","46.0","KYOTO, JA","   20",",,I",,,"   78",",,I","   -2",",,I",,
"JA000047759","1968-12-17","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  118",",,I","   23",",,I",,
"JA000047759","1968-12-18","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  128",",,I","   15",",,I",,
"JA000047759","1968-12-19","35.017","135.733","46.0","KYOTO, JA","   50",",,I",,,"  116",",,I","   68",",,I",,
"JA000047759","1968-12-20","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  150",",,I","   61",",,I",,
"JA000047759","1968-12-21","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  169",",,I","   74",",,I",,
"JA000047759","1968-12-22","35.017","135.733","46.0","KYOTO, JA","   55",",,I",,,"   90",",,I","    5",",,I",,
"JA000047759","1968-12-23","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   88",",,I","   -7",",,I",,
"JA000047759","1968-12-24","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  127",",,I","   12",",,I",,
"JA000047759","1968-12-25","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  126",",,I","   18",",,I",,
"JA000047759","1968-12-26","35.017","135.733","46.0","KYOTO, JA","   50",",,I",,,"  101",",,I","   32",",,I",,
"JA000047759","1968-12-27","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  115",",,I","   42",",,I",,
"JA000047759","1968-12-28","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  111",",,I","   31",",,I",,
"JA000047759","1968-12-29","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   96",",,I","   20",",,I",,
"JA000047759","1968-12-30","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   90",",,I","   10",",,I",,
"JA000047759","1968-12-31","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  105",",,I","   -3",",,I",,
"JA000047759","1969-01-01","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   69",",,I","  -18",",,I",,
"JA000047759","1969-01-02","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   50",",,I","  -35",",,I",,
"JA000047759","1969-01-03","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   53",",,I","  -42",",,I",,
"JA000047759","1969-01-04","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   67",",,I","  -27",",,I",,
"JA000047759","1969-01-05","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   92",",,I","    6",",,I",,
"JA000047759","1969-01-06","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   97",",,I","  -15",",,I",,
"JA000047759","1969-01-07","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   70",",,I","  -20",",,I",,
"JA000047759","1969-01-08","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   71",",,I","  -15",",,I",,
"JA000047759","1969-01-09","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   85",",,I","  -10",",,I",,
"JA000047759","1969-01-10","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   93",",,I","  -33",",,I",,
"JA000047759","1969-01-11","35.017","135.733","46.0","KYOTO, JA","   35",",,I",,,"   94",",,I","   43",",,I",,
"JA000047759","1969-01-12","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   72",",,I","   23",",,I",,
"JA000047759","1969-01-13","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   69",",,I","  -10",",,I",,
"JA000047759","1969-01-14","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   70",",,I","  -20",",,I",,
"JA000047759","1969-01-15","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   50",",,I","  -10",",,I",,
"JA000047759","1969-01-16","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   72",",,I","  -37",",,I",,
"JA000047759","1969-01-17","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   84",",,I","  -11",",,I",,
"JA000047759","1969-01-18","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  108",",,I","  -25",",,I",,
"JA000047759","1969-01-19","35.017","135.733","46.0","KYOTO, JA","   50",",,I",,,"  113",",,I","   39",",,I",,
"JA000047759","1969-01-20","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  156",",,I","    8",",,I",,
"JA000047759","1969-01-21","35.017","135.733","46.0","KYOTO, JA","   10",",,I",,,"  101",",,I","   51",",,I",,
"JA000047759","1969-01-22","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   87",",,I","   10",",,I",,
"JA000047759","1969-01-23","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  149",",,I","   32",",,I",,
"JA000047759","1969-01-24","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   82",",,I","   27",",,I",,
"JA000047759","1969-01-25","35.017","135.733","46.0","KYOTO, JA","  125",",,I",,,"   69",",,I","   26",",,I",,
"JA000047759","1969-01-26","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  132",",,I","   64",",,I",,
"JA000047759","1969-01-27","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  178",",,I","  105",",,I",,
"JA000047759","1969-01-28","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  127",",,I","   74",",,I",,
"JA000047759","1969-01-29","35.017","135.733","46.0","KYOTO, JA","   60",",,I",,,"   75",",,I","   50",",,I",,
"JA000047759","1969-01-30","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"   99",",,I","   26",",,I",,
"JA000047759","1969-01-31","35.017","135.733","46.0","KYOTO, JA","  170",",,I",,,"  115",",,I","   23",",,I",,
"JA000047759","1969-02-01","35.017","135.733","46.0","KYOTO, JA","   25",",,I",,,"  126",",,I","   44",",,I",,
"JA000047759","1969-02-02","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  101",",,I","   13",",,I",,
"JA000047759","1969-02-03","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"   41",",,I","    0",",,I",,
"JA000047759","1969-02-04","35.017","135.733","46.0","KYOTO, JA","  295",",,I",,,"   68",",,I","   -6",",,I",,
"JA000047759","1969-02-05","35.017","135.733","46.0","KYOTO, JA","   45",",,I",,,"   67",",,I","  -30",",,I",,
"JA000047759","1969-02-06","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   31",",,I","  -33",",,I",,
"JA000047759","1969-02-07","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"   83",",,I","  -28",",,I",,
"JA000047759","1969-02-08","35.017","135.733","46.0","KYOTO, JA","    5",",,I",,,"  109",",,I","    9",",,I",,
"JA000047759","1969-02-09","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  121",",,I","   22",",,I",,
"JA000047759","1969-02-10","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  140",",,I","   -4",",,I",,
"JA000047759","1969-02-11","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  126",",,I","   14",",,I",,
"JA000047759","1969-02-12","35.017","135.733","46.0","KYOTO, JA","    0",",,I",,,"  168",",,I","   35",",,I",,
"JA000047759","1969-02-13","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"  172",",,I","   21",",,I",,
"JA000047759","1969-02-14","35.017","135.733","46.0","KYOTO, JA","  165",",,I",,,"  136",",,I","   46",",,I",,
"JA000047759","1969-02-15","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   89",",,I","   31",",,I",,
"JA000047759","1969-02-16","35.017","135.733","46.0","KYOTO, JA","  200",",,I",,,"   48",",,I","   34",",,I",,
"JA000047759","1969-02-17","35.017","135.733","46.0","KYOTO, JA","   25",",,I",,,"  132",",,I","   31",",,I",,
"JA000047759","1969-02-18","35.017","135.733","46.0","KYOTO, JA","  180",",,I",,,"  107",",,I","   67",",,I",,
"JA000047759","1969-02-19","35.017","135.733","46.0","KYOTO, JA","   45",",,I",,,"  130",",,I","   73",",,I",,
"JA000047759","1969-02-20","35.017","135.733","46.0","KYOTO, JA","   10",",,I",,,"   88",",,I","   50",",,I",,
"JA000047759","1969-02-21","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   52",",,I","   16",",,I",,
"JA000047759","1969-02-22","35.017","135.733","46.0","KYOTO, JA","    0","T,,I",,,"   85",",,I","    1",",,I",,
