"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA001108395","1987-10-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"  145",",,S","   27",",,S","   79","H,,S",,,,
"CA001108395","1987-10-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"   29",",,S","   82","H,,S",,,,
"CA001108395","1987-10-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"  143",",,S","   39",",,S","   95","H,,S",,,,
"CA001108395","1987-10-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   13",",,S",,,,,"  135",",,S","   55",",,S","  112","H,,S",,,,
"CA001108395","1987-10-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,"  134",",,S","   53",",,S","   88","H,,S",,,,
"CA001108395","1987-10-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  120",",,S",,,"   75","H,,S",,,,
"CA001108395","1987-10-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"   33",",,S","   88","H,,S",,,,
"CA001108395","1987-10-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   23",",,S",,,,,,,"   40",",,S","  122","H,,S",,,,
"CA001108395","1987-10-30","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   23",",,S",,,,,"  149",",,S","   92",",,S","  122","H,,S",,,,
"CA001108395","1987-10-31","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  117",",,S",,,,,,,"  100",",,S","  131","H,,S",,,,
"CA001108395","1987-11-01","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   81",",,S",,,,,"  152",",,S","   85",",,S","  107","H,,S",,,,
"CA001108395","1987-11-02","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  125",",,S","   85",",,S","   95","H,,S",,,,
"CA001108395","1987-11-03","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,,,"   86",",,S","   95","H,,S",,,,
"CA001108395","1987-11-04","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,,,"   96",",,S","  113","H,,S",,,,
"CA001108395","1987-11-05","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  135",",,S","   59",",,S","   84","H,,S",,,,
"CA001108395","1987-11-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"  116",",,S",,,"   71","H,,S",,,,
"CA001108395","1987-11-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,,,"   43",",,S","  114","H,,S",,,,
"CA001108395","1987-11-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"  141",",,S","   88",",,S","  112","H,,S",,,,
"CA001108395","1987-11-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   15",",,S",,,,,"  146",",,S","   88",",,S","  113","H,,S",,,,
"CA001108395","1987-11-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   13",",,S",,,,,,,"   95",",,S","  128","H,,S",,,,
"CA001108395","1987-11-11","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  241",",,S",,,,,"  149",",,S","  109",",,S","  117","H,,S",,,,
"CA001108395","1987-11-12","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   53",",,S",,,,,"  133",",,S",,,"  108","H,,S",,,,
"CA001108395","1987-11-13","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  175",",,S",,,,,"  132",",,S","   82",",,S","  103","H,,S",,,,
"CA001108395","1987-11-14","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   99",",,S",,,,,"  122",",,S","   35",",,S","   71","H,,S",,,,
"CA001108395","1987-11-15","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   48",",,S",,,,,"  106",",,S","   35",",,S","   59","H,,S",,,,
"CA001108395","1987-11-16","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  246",",,S",,,,,,,,,"   53","H,,S",,,,
"CA001108395","1987-11-17","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,"   81",",,S","  -12",",,S","   28","H,,S",,,,
"CA001108395","1987-11-18","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,,,"  -12",",,S","   56","H,,S",,,,
"CA001108395","1987-11-19","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,,,"   45",",,S","   80","H,,S",,,,
"CA001108395","1987-11-20","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  121",",,S","   59",",,S","   95","H,,S",,,,
"CA001108395","1987-11-21","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   51",",,S",,,,,"  119",",,S","   70",",,S","   93","H,,S",,,,
"CA001108395","1987-11-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  292",",,S",,,,,"  112",",,S","   67",",,S","   82","H,,S",,,,
"CA001108395","1987-11-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    8",",,S",,,,,"  108",",,S",,,"   68","H,,S",,,,
"CA001108395","1987-11-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  168",",,S",,,,,"  112",",,S","   32",",,S","   95","H,,S",,,,
"CA001108395","1987-11-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   38",",,S",,,,,"  112",",,S",,,"   63","H,,S",,,,
"CA001108395","1987-11-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"   90",",,S","   12",",,S","   57","H,,S",,,,
"CA001108395","1987-11-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"   32",",,S","   70","H,,S",,,,
"CA001108395","1987-11-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"   96",",,S","   -3",",,S","   38","H,,S",,,,
"CA001108395","1987-11-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"  -17",",,S","   21","H,,S",,,,
"CA001108395","1987-11-30","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   13",",,S",,,,,,,"  -17",",,S","   81","H,,S",,,,
"CA001108395","1987-12-01","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  180",",,S",,,,,"  111",",,S",,,"   86","H,,S",,,,
"CA001108395","1987-12-02","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   71",",,S",,,,,"   95",",,S","   60",",,S","   76","H,,S",,,,
"CA001108395","1987-12-03","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  137",",,S",,,,,"  107",",,S","   62",",,S","   84","H,,S",,,,
"CA001108395","1987-12-04","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   99",",,S",,,,,"  107",",,S","   68",",,S","   79","H,,S",,,,
"CA001108395","1987-12-05","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,"  100",",,S","   22",",,S","   50","H,,S",,,,
"CA001108395","1987-12-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  155",",,S",,,,,,,"   22",",,S","  102","H,,S",,,,
"CA001108395","1987-12-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  155",",,S",,,,,"  127",",,S",,,"   83","H,,S",,,,
"CA001108395","1987-12-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   13",",,S",,,,,"   97",",,S","   74",",,S","   87","H,,S",,,,
"CA001108395","1987-12-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   79",",,S",,,,,"   97",",,S","   39",",,S","   68","H,,S",,,,
"CA001108395","1987-12-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  437",",,S",,,,,,,"   39",",,S","   85","H,,S",,,,
"CA001108395","1987-12-11","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,"   93",",,S","   15",",,S","   49","H,,S",,,,
"CA001108395","1987-12-12","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"   73",",,S",,,"   25","H,,S",,,,
"CA001108395","1987-12-13","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"   65",",,S",,,"   -5","H,,S",,,,
"CA001108395","1987-12-14","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,"   10",",,S","   42",",,S","  -36",",,S","   17","H,,S",,,,
"CA001108395","1987-12-15","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,,,"   42",",,S","  -12",",,S","   19","H,,S",,,,
"CA001108395","1987-12-16","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  -21",",,S","   11","H,,S",,,,
"CA001108395","1987-12-17","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"   45",",,S","  -41",",,S","  -14","H,,S",,,,
"CA001108395","1987-12-18","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   20",",,S",,,"   10",",,S",,,"  -41",",,S","   17","H,,S",,,,
"CA001108395","1987-12-19","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,"   47",",,S","   -9",",,S","    9","H,,S",,,,
"CA001108395","1987-12-20","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,,,"   -9",",,S","   13","H,,S",,,,
"CA001108395","1987-12-21","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  163",",,S",,,,,,,"    2",",,S","   24","H,,S",,,,
"CA001108395","1987-12-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"   55",",,S",,,"   24","H,,S",,,,
"CA001108395","1987-12-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"   51",",,S","  -32",",,S","    2","H,,S",,,,
"CA001108395","1987-12-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"   39",",,S","  -34",",,S","   -1","H,,S",,,,
"CA001108395","1987-12-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  -25",",,S","    3","H,,S",,,,
"CA001108395","1987-12-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"  -37",",,S","   -4","H,,S",,,,
"CA001108395","1987-12-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"  -37",",,S","   24","H,,S",,,,
"CA001108395","1987-12-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"    4",",,S","   37","H,,S",,,,
"CA001108395","1987-12-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   61",",,S",,,,,"   58",",,S","   14",",,S","   33","H,,S",,,,
"CA001108395","1987-12-30","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   74",",,S",,,,,,,"   19",",,S","   37","H,,S",,,,
"CA001108395","1987-12-31","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,"   66",",,S","  -32",",,S","    0","H,,S",,,,
"CA001108395","1988-01-01","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"   44",",,S","  -51",",,S","  -14","H,,S",,,,
"CA001108395","1988-01-02","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"   35",",,S","  -59",",,S","  -24","H,,S",,,,
"CA001108395","1988-01-03","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"  -65",",,S","  -21","H,,S",,,,
"CA001108395","1988-01-04","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"   51",",,S","  -65",",,S","  -13","H,,S",,,,
"CA001108395","1988-01-05","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"  -42",",,S","   13","H,,S",,,,
"CA001108395","1988-01-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"   -6",",,S","   14","H,,S",,,,
"CA001108395","1988-01-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"   -6",",,S","   24","H,,S",,,,
"CA001108395","1988-01-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"   62",",,S","  -24",",,S","   11","H,,S",,,,
"CA001108395","1988-01-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   71",",,S",,,,,,,"  -24",",,S","   26","H,,S",,,,
"CA001108395","1988-01-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   30",",,S",,,,,"   80",",,S","    8",",,S","   49","H,,S",,,,
"CA001108395","1988-01-11","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,,,"   73",",,S","  -16",",,S","   28","H,,S",,,,
"CA001108395","1988-01-12","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"  -16",",,S","   22","H,,S",,,,
"CA001108395","1988-01-13","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  147",",,S",,,,,"   76",",,S","  -11",",,S","   45","H,,S",,,,
"CA001108395","1988-01-14","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  366",",,S",,,,,,,"   19",",,S","   82","H,,S",,,,
"CA001108395","1988-01-15","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   48",",,S",,,,,"  119",",,S","   55",",,S","   71","H,,S",,,,
"CA001108395","1988-01-16","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   28",",,S",,,,,"   77",",,S","   46",",,S","   58","H,,S",,,,
"CA001108395","1988-01-17","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   18",",,S",,,,,"   80",",,S","   15",",,S","   36","H,,S",,,,
"CA001108395","1988-01-18","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"   74",",,S","   10",",,S","   37","H,,S",,,,
"CA001108395","1988-01-19","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   13",",,S",,,,,"   75",",,S","   10",",,S","   29","H,,S",,,,
"CA001108395","1988-01-20","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   25",",,S",,,,,,,"   10",",,S","   62","H,,S",,,,
"CA001108395","1988-01-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   79",",,S",,,,,"   73",",,S","   24",",,S","   53","H,,S",,,,
"CA001108395","1988-01-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,,,"   78",",,S","   20",",,S","   51","H,,S",,,,
"CA001108395","1988-01-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"   62",",,S","   -2",",,S","   27","H,,S",,,,
"CA001108395","1988-01-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"   -2",",,S","   33","H,,S",,,,
"CA001108395","1988-01-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"   74",",,S","   -4",",,S","   36","H,,S",,,,
"CA001108395","1988-01-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,,,"   -4",",,S","   41","H,,S",,,,
"CA001108395","1988-01-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   43",",,S",,,,,,,"    8",",,S","   97","H,,S",,,,
"CA001108395","1988-01-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   58",",,S",,,,,"  126",",,S",,,"   77","H,,S",,,,
"CA001108395","1988-01-30","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,"   86",",,S",,,"   37","H,,S",,,,
"CA001108395","1988-01-31","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,"   50",",,S",,,"  -13","H,,S",,,,
"CA001108395","1988-02-01","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"   13",",,S","  -80",",,S","  -37","H,,S",,,,
"CA001108395","1988-02-02","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,"   10",",,S","   -6",",,S","  -80",",,S","  -24","H,,S",,,,
"CA001108395","1988-02-03","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,"   20",",,S",,,"  -39",",,S","    4","H,,S",,,,
"CA001108395","1988-02-04","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"  -18",",,S","   26","H,,S",,,,
"CA001108395","1988-02-05","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,,,"   -4",",,S","   23","H,,S",,,,
"CA001108395","1988-02-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   41",",,S",,,,,"   68",",,S","   -4",",,S","   45","H,,S",,,,
"CA001108395","1988-02-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  132",",,S",,,,,,,"   32",",,S","   57","H,,S",,,,
"CA001108395","1988-02-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   15",",,S",,,,,"   86",",,S",,,"   48","H,,S",,,,
"CA001108395","1988-02-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   48",",,S",,,,,,,"   22",",,S","   60","H,,S",,,,
"CA001108395","1988-02-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   71",",,S",,,,,"  113",",,S","   29",",,S","   68","H,,S",,,,
"CA001108395","1988-02-11","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   86",",,S",,,,,,,"   47",",,S","   87","H,,S",,,,
"CA001108395","1988-02-12","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    8",",,S",,,,,"  102",",,S","   73",",,S","   89","H,,S",,,,
"CA001108395","1988-02-13","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   79",",,S",,,,,"  105",",,S","   60",",,S","   74","H,,S",,,,
"CA001108395","1988-02-14","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  137",",,S",,,,,"   86",",,S","   45",",,S","   57","H,,S",,,,
"CA001108395","1988-02-15","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   79",",,S",,,,,,,"   28",",,S","   71","H,,S",,,,
"CA001108395","1988-02-16","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,"   94",",,S",,,"   52","H,,S",,,,
"CA001108395","1988-02-17","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   33",",,S",,,,,,,"   14",",,S","   70","H,,S",,,,
"CA001108395","1988-02-18","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   36",",,S",,,,,"  104",",,S","   17",",,S","   58","H,,S",,,,
"CA001108395","1988-02-19","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   17",",,S","   69","H,,S",,,,
"CA001108395","1988-02-20","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"   37",",,S","   62","H,,S",,,,
"CA001108395","1988-02-21","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"  101",",,S","   37",",,S","   63","H,,S",,,,
"CA001108395","1988-02-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"   94",",,S",,,"   51","H,,S",,,,
"CA001108395","1988-02-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"  -16",",,S","   38","H,,S",,,,
"CA001108395","1988-02-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,,,"  -16",",,S","   52","H,,S",,,,
"CA001108395","1988-02-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"  128",",,S","   -3",",,S","   64","H,,S",,,,
"CA001108395","1988-02-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"  118",",,S","   22",",,S","   76","H,,S",,,,
"CA001108395","1988-02-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,,,,,"   52",",,S","   77","H,,S",,,,
"CA001108395","1988-02-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,,,"   48",",,S","   78","H,,S",,,,
"CA001108395","1988-02-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,,,"   48",",,S","   90","H,,S",,,,
"CA001108395","1988-03-01","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   25",",,S",,,,,"  137",",,S","   61",",,S","   86","H,,S",,,,
"CA001108395","1988-03-02","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   58",",,S",,,,,"  115",",,S","   69",",,S","   86","H,,S",,,,
"CA001108395","1988-03-03","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   89",",,S",,,,,"  103",",,S","   50",",,S","   73","H,,S",,,,
"CA001108395","1988-03-04","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    8",",,S",,,,,"  101",",,S","   20",",,S","   59","H,,S",,,,
"CA001108395","1988-03-05","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   10",",,S",,,,,,,"   20",",,S","   67","H,,S",,,,
"CA001108395","1988-03-06","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   71",",,S",,,,,,,"   36",",,S","   70","H,,S",,,,
"CA001108395","1988-03-07","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"  113",",,S","   36",",,S","   67","H,,S",,,,
"CA001108395","1988-03-08","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  109",",,S",,,,,"   96",",,S","   38",",,S","   64","H,,S",,,,
"CA001108395","1988-03-09","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  185",",,S",,,,,,,"   49",",,S","   69","H,,S",,,,
"CA001108395","1988-03-10","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,"  102",",,S","   44",",,S","   63","H,,S",,,,
"CA001108395","1988-03-11","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0",",,S",,,,,"   95",",,S",,,"   40","H,,S",,,,
"CA001108395","1988-03-12","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,,,"  -16",",,S","   58","H,,S",,,,
"CA001108395","1988-03-13","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"   97",",,S",,,"   59","H,,S",,,,
"CA001108395","1988-03-14","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,,,"   19",",,S","   61","H,,S",,,,
"CA001108395","1988-03-15","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,,,"    5",",,S","   68","H,,S",,,,
"CA001108395","1988-03-16","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,,,"    3",",,S","   67","H,,S",,,,
"CA001108395","1988-03-17","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA",,,,,,,"  125",",,S","    7",",,S","   68","H,,S",,,,
"CA001108395","1988-03-18","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,,,"   14",",,S","   69","H,,S",,,,
"CA001108395","1988-03-19","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"  135",",,S","   16",",,S","   98","H,,S",,,,
"CA001108395","1988-03-20","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   38",",,S",,,,,"  136",",,S","   70",",,S","   99","H,,S",,,,
"CA001108395","1988-03-21","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  132",",,S",,,,,"  132",",,S","   42",",,S","   68","H,,S",,,,
"CA001108395","1988-03-22","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  137",",,S",,,,,"  114",",,S","   42",",,S","   68","H,,S",,,,
"CA001108395","1988-03-23","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  119",",,S",,,,,,,"   45",",,S","   80","H,,S",,,,
"CA001108395","1988-03-24","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    5",",,S",,,,,"  100",",,S",,,"   71","H,,S",,,,
"CA001108395","1988-03-25","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","   53",",,S",,,,,"   78",",,S",,,"   62","H,,S",,,,
"CA001108395","1988-03-26","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  234",",,S",,,,,"   84",",,S","   40",",,S","   65","H,,S",,,,
"CA001108395","1988-03-27","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    3",",,S",,,,,,,,,"   57","H,,S",,,,
"CA001108395","1988-03-28","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","    0","D,,S",,,,,"  102",",,S","    7",",,S","   47","H,,S",,,,
"CA001108395","1988-03-29","49.2","-123.1833","4.0","VANCOUVER INTERNATIONAL A, BC CA","  170",",,S",,,,,,,"    7",",,S","   48","H,,S",,,,
