location,country_code,species,lat,long,alt,year,bloom_date,bloom_doy,source_file
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1204,1204-04-19,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1205,1205-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1207,1207-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1210,1210-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1212,1212-04-07,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1213,1213-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1214,1214-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1215,1215-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1216,1216-04-10,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1219,1219-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1220,1220-04-18,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1221,1221-04-09,99,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1223,1223-04-26,116,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1225,1225-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1226,1226-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1227,1227-04-21,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1229,1229-04-07,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1230,1230-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1231,1231-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1232,1232-04-01,92,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1233,1233-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1235,1235-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1236,1236-03-27,87,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1240,1240-04-15,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1244,1244-04-17,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1245,1245-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1246,1246-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1247,1247-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1249,1249-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1250,1250-04-26,116,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1251,1251-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1254,1254-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1257,1257-04-04,94,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1259,1259-04-06,96,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1262,1262-04-07,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1263,1263-04-30,120,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1264,1264-04-12,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1265,1265-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1267,1267-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1268,1268-04-12,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1269,1269-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1271,1271-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1275,1275-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1278,1278-04-23,113,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1279,1279-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1280,1280-04-11,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1283,1283-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1284,1284-04-11,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1285,1285-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1286,1286-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1287,1287-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1288,1288-04-17,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1289,1289-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1292,1292-04-16,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1294,1294-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1295,1295-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1301,1301-04-05,95,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1302,1302-04-06,96,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1307,1307-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1311,1311-04-04,94,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1312,1312-04-09,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1314,1314-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1315,1315-04-21,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1316,1316-04-12,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1317,1317-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1319,1319-04-26,116,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1321,1321-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1322,1322-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1323,1323-05-04,124,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1324,1324-04-07,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1326,1326-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1329,1329-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1330,1330-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1331,1331-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1332,1332-04-24,115,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1342,1342-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1344,1344-04-11,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1346,1346-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1347,1347-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1349,1349-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1350,1350-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1351,1351-04-25,115,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1356,1356-04-26,117,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1357,1357-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1358,1358-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1359,1359-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1360,1360-04-10,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1361,1361-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1363,1363-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1364,1364-04-19,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1366,1366-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1367,1367-04-07,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1368,1368-03-28,88,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1369,1369-04-04,94,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1370,1370-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1372,1372-04-11,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1373,1373-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1375,1375-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1376,1376-04-08,99,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1377,1377-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1378,1378-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1379,1379-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1380,1380-04-11,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1381,1381-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1382,1382-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1383,1383-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1384,1384-04-07,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1385,1385-04-09,99,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1386,1386-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1387,1387-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1388,1388-04-08,99,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1398,1398-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1401,1401-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1402,1402-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1403,1403-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1406,1406-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1407,1407-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1408,1408-04-20,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1409,1409-03-27,86,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1410,1410-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1412,1412-04-02,93,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1413,1413-04-01,91,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1415,1415-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1416,1416-04-10,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1417,1417-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1418,1418-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1419,1419-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1420,1420-04-21,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1421,1421-04-09,99,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1422,1422-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1423,1423-04-06,96,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1424,1424-04-12,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1425,1425-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1426,1426-04-09,99,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1427,1427-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1429,1429-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1430,1430-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1431,1431-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1432,1432-04-13,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1433,1433-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1434,1434-04-23,113,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1435,1435-04-05,95,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1436,1436-04-10,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1437,1437-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1438,1438-04-09,99,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1439,1439-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1440,1440-04-07,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1441,1441-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1443,1443-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1444,1444-04-18,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1446,1446-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1447,1447-04-21,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1448,1448-04-05,96,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1449,1449-04-05,95,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1450,1450-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1451,1451-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1452,1452-04-01,92,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1453,1453-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1454,1454-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1455,1455-04-06,96,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1456,1456-04-15,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1457,1457-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1458,1458-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1459,1459-04-23,113,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1460,1460-04-20,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1461,1461-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1462,1462-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1463,1463-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1464,1464-04-13,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1465,1465-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1466,1466-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1467,1467-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1468,1468-04-10,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1472,1472-04-23,114,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1474,1474-04-08,98,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1476,1476-04-09,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1477,1477-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1478,1478-04-25,115,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1479,1479-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1480,1480-04-13,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1481,1481-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1482,1482-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1483,1483-04-11,101,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1484,1484-04-06,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1485,1485-04-04,94,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1486,1486-04-09,99,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1487,1487-04-03,93,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1488,1488-04-12,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1489,1489-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1490,1490-04-07,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1491,1491-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1492,1492-04-17,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1493,1493-04-10,100,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1494,1494-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1495,1495-04-04,94,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1496,1496-04-06,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1497,1497-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1498,1498-04-07,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1499,1499-04-21,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1500,1500-04-07,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1501,1501-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1502,1502-04-25,115,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1503,1503-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1504,1504-04-23,114,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1505,1505-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1506,1506-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1507,1507-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1508,1508-04-20,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1509,1509-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1510,1510-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1511,1511-04-21,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1512,1512-04-18,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1513,1513-04-20,110,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1514,1514-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1515,1515-04-21,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1516,1516-04-13,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1517,1517-04-16,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1518,1518-04-25,115,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1519,1519-04-21,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1520,1520-04-14,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1521,1521-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1522,1522-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1523,1523-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1524,1524-04-18,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1525,1525-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1526,1526-04-23,113,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1527,1527-04-15,105,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1528,1528-04-15,106,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1529,1529-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1530,1530-04-17,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1531,1531-04-13,103,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1532,1532-04-17,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1533,1533-04-21,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1534,1534-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1535,1535-04-05,95,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1536,1536-04-17,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1537,1537-04-18,108,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1538,1538-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1539,1539-04-30,120,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1540,1540-05-01,122,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1541,1541-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1542,1542-04-12,102,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1543,1543-04-29,119,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1544,1544-04-16,107,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1545,1545-04-07,97,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1546,1546-04-22,112,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1547,1547-04-14,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1548,1548-04-27,118,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1549,1549-04-27,117,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1550,1550-04-21,111,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1551,1551-04-19,109,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1552,1552-04-13,104,kyoto.csv
kyoto,JP,Prunus x jamasakura,35.0119831,135.6761135,44.0,1553,1553-04-29,119,kyoto.csv
