location,country_code,continent,species,lat,long,alt,year,bloom_date,bloom_doy,mean_tmax_early_spring,mean_tmin_early_spring,max_tmax_early_spring,min_tmin_early_spring,total_prcp_early_spring,chill_days_oct1_dec31,observed_gdd_to_bloom,chill_threshold_used,forcing_base_used,is_future
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2000,2000-03-17,77.0,10.29465,0.6573166666666667,29.42665,-9.97335,151.70000000000002,11.0,221.3193,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2001,2001-04-06,96.0,8.637460810810811,-0.6692959459459459,21.12665,-6.67335,130.6,37.0,79.0995,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2002,2002-04-02,92.0,11.459082432432432,1.0131364864864865,26.72665,-7.17335,85.8,11.0,183.54595000000003,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2003,2003-04-02,92.0,5.060433783783784,-2.7598364864864866,20.62665,-11.67335,260.8,26.0,40.12310000000001,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2004,2004-03-31,91.0,7.5293166666666655,-1.5066833333333334,25.02665,-13.27335,124.29999999999998,25.0,126.81955,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2005,2005-04-09,99.0,7.782055405405404,-1.1652418918918919,21.72665,-11.07335,142.89999999999998,15.0,99.22945000000001,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2006,2006-03-30,89.0,10.641514864864865,1.2550283783783782,29.42665,-9.97335,145.89999999999998,29.0,172.38934999999998,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2007,2007-04-01,91.0,7.705028378378378,-1.3017283783783786,27.22665,-12.17335,153.49999999999997,11.0,142.4462,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2008,2008-03-26,86.0,10.403983333333333,0.92665,23.32665,-8.87335,182.8,12.0,177.09265000000002,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2009,2009-04-01,91.0,7.30773108108108,-1.7138905405405405,23.32665,-13.27335,94.7,25.0,96.55965,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2010,2010-03-31,90.0,6.7158391891891895,-0.7368635135135134,20.02665,-8.87335,150.4,22.0,76.23960000000001,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2011,2011-03-29,88.0,8.228001351351352,-0.5882148648648649,25.02665,-8.27335,190.20000000000002,29.0,100.72285,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2012,2012-03-20,80.0,12.010649999999998,2.2053166666666666,27.82665,-8.27335,129.60000000000002,9.0,231.50585,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2013,2013-04-09,99.0,8.618541891891892,0.5752986486486483,22.22665,-9.37335,154.20000000000002,13.0,109.58605,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2014,2014-04-10,100.0,7.300974324324327,-2.4774040540540545,22.22665,-14.27335,188.60000000000002,24.0,95.4896,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2015,2015-04-10,100.0,6.160433783783784,-2.7111878378378376,20.02665,-14.87335,208.9,17.0,59.2297,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2016,2016-03-25,85.0,9.05865,0.22131666666666652,26.12665,-10.47335,180.8,3.0,171.75609999999998,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2017,2017-03-25,84.0,11.660433783783784,2.3942175675675674,26.72665,-9.27335,123.69999999999999,12.0,252.25915000000003,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2018,2018-04-05,95.0,9.560433783783783,0.15502837837837855,27.82665,-13.17335,156.9,20.0,173.5094,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2019,2019-04-01,91.0,8.863136486486487,0.6023256756756756,25.62665,-12.07335,221.89999999999998,19.0,140.4094,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2020,2020-03-20,80.0,11.69065,2.6559833333333334,25.02665,-5.47335,166.6,17.0,225.85915,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2021,2021-03-28,87.0,8.687460810810812,0.4834067567567567,26.12665,-4.27335,174.7,16.0,96.24950000000001,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2022,2022-03-21,80.0,9.841514864864864,-0.4638905405405408,26.72665,-8.77335,187.79999999999998,8.0,155.1028,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2023,2023-03-23,82.0,12.379352702702702,3.217190540540541,27.22665,-8.77335,111.0,19.0,245.24240000000003,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2024,2024-03-17,77.0,11.421316666666666,2.4973166666666664,26.72665,-8.77335,246.39999999999998,9.0,222.06245,5.0,5.0,False
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2025,2025-03-28,87.0,8.85637972972973,-0.038214864864864966,22.82665,-9.27335,139.5,18.0,142.6561,5.0,5.0,False
kyoto,JP,Asia,Prunus x jamasakura,35.0119831,135.6761135,44.0,2026,,,9.96058108108108,1.448662162162162,16.413,-1.787,121.913,3.0,92.155,5.0,5.0,True
liestal,CH,Europe,Prunus avium,47.4814,7.730519,350.0,2026,,,6.399391891891892,-0.5550405405405404,11.079,-9.121,65.845,27.0,31.727999999999998,4.3,4.0,True
newyorkcity,US,North America,Prunus x yedoensis,40.7304,-73.99809,8.5,2026,,,4.094878378378378,-2.8031486486486488,12.164,-15.036,137.207,32.0,20.424,5.0,5.0,True
vancouver,CA,North America,Prunus x yedoensis,49.2237,-123.1636,24.0,2026,,,7.832000000000002,0.7256351351351352,10.636,-1.072,317.23799999999994,36.0,8.578,5.0,5.0,True
washingtondc,US,North America,Prunus x yedoensis,38.8853496,-77.0386278,0.0,2026,,,7.090094594594595,-1.7498783783783787,17.227,-12.173,150.029,29.0,66.047,5.0,5.0,True
